City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,malmberget,67.1753,20.6549,12.31,76,100,1.03,SE,1690228626
368,little rock,34.7465,-92.2896,35.38,49,40,3.6,US,1690228429
369,forde,61.4522,5.8572,15.06,76,75,2.06,NO,1690228627
370,saudarkrokur,65.7461,-19.6394,10.24,90,100,1.25,IS,1690228627
371,itoman,26.1247,127.6694,29.21,86,20,4.12,JP,1690228627
372,siocon,7.7061,122.1353,25.82,87,100,4.66,PH,1690228627
373,embi,48.8264,58.1442,25.45,35,93,4.67,KZ,1690228627
374,impfondo,1.6381,18.0667,24.22,79,11,1.1,CG,1690228627
375,skole,49.0372,23.5135,20.99,66,97,4.18,UA,1690228628
376,halifax,44.6453,-63.5724,29.94,64,99,1.34,CA,1690228417
377,takoradi,4.8845,-1.7554,24.63,89,100,2.71,GH,1690228628
378,tazacorte,28.629,-17.9293,23.54,83,20,6.69,ES,1690228628
379,taulaga,-11.0553,-171.0883,27.89,77,25,8.67,AS,1690228628
380,vilyuysk,63.7553,121.6247,16.36,96,99,3.58,RU,1690228628
381,labasa,-16.4167,179.3833,24.05,80,46,2.73,FJ,1690228629
382,cockburn town,21.4612,-71.1419,30.98,58,40,5.14,TC,1690228629
383,steinbach,50.1667,8.5667,21.73,56,0,6.69,DE,1690228629
384,ponta delgada,37.7333,-25.6667,23.4,78,75,3.6,PT,1690228629
385,pionerskiy,54.9508,20.2275,19.91,80,100,3.33,RU,1690228629
386,mariehamn,60.0973,19.9348,14.92,88,0,1.54,AX,1690228629
387,gobabis,-22.45,18.9667,16.58,27,9,4.42,NA,1690228630
388,karagandy,49.8019,73.1021,13.97,43,6,2.05,KZ,1690228630
389,uliastay,47.7417,96.8444,10.84,63,23,1.69,MN,1690228630
390,qarqin,37.4185,66.0436,33.35,14,0,2.39,AF,1690228630
391,maceio,-9.6658,-35.7353,25.69,73,40,4.63,BR,1690228415
392,shimokizukuri,40.8061,140.3861,24.18,88,3,2.34,JP,1690228630
393,buka,40.8108,69.1986,28.51,23,0,3.45,UZ,1690228631
394,bizhbulyak,53.6967,54.2642,15.42,88,8,1.91,RU,1690228632
395,chom thong,18.4174,98.6743,26.14,94,70,1.46,TH,1690228632
396,mossendjo,-2.9506,12.7261,21.18,78,74,1.14,CG,1690228632
397,yerofey pavlovich,53.9667,121.9667,16.87,76,99,1.04,RU,1690228403
398,tindouf,27.6711,-8.1474,37.2,18,8,8.36,DZ,1690228633
399,xining,36.6167,101.7667,15.67,58,100,1.5,CN,1690228633
400,ugoofaaru,5.6667,73.0,27.99,81,100,4.92,MV,1690228634
401,cururupu,-1.8283,-44.8683,28.25,70,40,1.94,BR,1690228634
402,riyadh,24.6877,46.7219,35.08,9,100,3.54,SA,1690228379
403,brooksville,28.5553,-82.3879,24.7,94,100,3.6,US,1690228408
404,borodulikha,50.7184,80.9295,19.71,57,100,3.21,KZ,1690228634
405,qusmuryn,52.4503,64.6311,21.8,46,100,2.59,KZ,1690228635
406,la passe,45.5549,-0.8967,20.13,78,56,7.16,FR,1690228635
407,karaj,35.8355,51.0103,32.29,14,20,3.09,IR,1690228635
408,necochea,-38.5473,-58.7368,7.81,64,85,4.43,AR,1690228635
409,bodo,67.28,14.405,15.43,88,75,2.57,NO,1690228635
410,abong mbang,3.9833,13.1833,20.24,96,100,1.15,CM,1690228636
411,eyl,7.9803,49.8164,26.07,66,93,13.15,SO,1690228636
412,nema,57.5067,50.5011,12.58,94,11,2.29,RU,1690228636
413,alofi,-19.0595,-169.9187,21.94,73,40,2.57,NU,1690228636
414,murun-kuren,49.6342,100.1625,11.25,87,100,0.82,MN,1690228636
415,siverskiy,59.3544,30.0783,11.85,77,24,2.19,RU,1690228596
416,olyokminsk,60.3736,120.4264,18.82,78,5,0.63,RU,1690228637
417,deqen,29.9618,90.7188,10.14,94,100,1.32,CN,1690228637
418,tchintabaraden,15.8969,5.7985,24.78,77,100,4.5,NE,1690228637
419,aden,12.7794,45.0367,30.83,71,100,5.3,YE,1690228491
420,dar chioukh,34.8964,3.4854,31.79,10,1,8.44,DZ,1690228638
421,grand baie,-20.0182,57.5802,23.26,81,9,0.45,MU,1690228638
422,dobryanka,58.4619,56.4165,13.23,98,96,1.22,RU,1690228638
423,masterton,-40.9597,175.6575,6.6,93,76,0.68,NZ,1690228638
424,kichmengskiy gorodok,59.9816,45.7854,11.44,96,21,2.38,RU,1690228638
425,vila velha,-20.3297,-40.2925,23.97,81,20,4.12,BR,1690228421
426,koungou,-12.7336,45.2042,23.84,78,0,2.06,YT,1690228639
427,altay,47.8667,88.1167,16.98,41,33,2.83,CN,1690228639
428,les cayes,18.2,-73.75,30.23,65,100,4.99,HT,1690228639
429,port isabel,26.0734,-97.2086,37.02,71,75,6.17,US,1690228620
430,chernyshevskiy,63.0128,112.4714,16.04,85,10,1.09,RU,1690228639
431,selebi-phikwe,-21.979,27.8498,17.72,27,27,1.8,BW,1690228639
432,ilhabela,-23.7781,-45.3581,22.63,71,3,1.69,BR,1690228639
433,nangis,48.5554,3.0131,18.66,88,78,3.85,FR,1690228640
434,lagoa,39.05,-27.9833,22.02,85,2,5.44,PT,1690228640
435,itri,41.2892,13.5264,29.14,66,3,3.54,IT,1690228640
436,kristiansund,63.1115,7.732,15.36,72,40,5.66,NO,1690228640
437,beltran,-27.8291,-64.061,17.7,44,80,5.14,AR,1690228640
438,marshall,34.3834,-86.3333,31.84,53,0,0.45,US,1690228389
439,st. john's,47.5649,-52.7093,25.71,86,75,7.72,CA,1690228416
440,sapiranga,-29.6381,-51.0069,18.96,91,77,1.71,BR,1690228530
441,turpan,42.9333,89.1667,33.97,23,65,0.5,CN,1690228641
442,as sulayyil,20.4607,45.5779,36.14,8,100,2.79,SA,1690228641
443,island harbour,50.724,-1.2758,16.2,90,98,0.45,GB,1690228641
444,kangasniemi,61.9936,26.6479,14.01,96,92,2.04,FI,1690228641
445,kayyerkan,69.3786,87.7439,13.5,87,95,2.07,RU,1690228641
446,sao jose da coroa grande,-8.8978,-35.1478,24.08,81,10,4.25,BR,1690228605
447,aral,40.5156,81.2636,28.79,31,59,2.26,CN,1690228642
448,la'ie,21.6477,-157.9253,27.98,72,50,6.81,US,1690228642
449,oelwein,42.6733,-91.9135,32.01,60,0,1.34,US,1690228429
450,berezovyy,51.6667,135.7,18.41,92,100,1.78,RU,1690228643
451,lagos,6.5833,3.75,27.18,91,100,2.35,NG,1690228643
452,zalingei,12.9096,23.4741,24.97,63,100,2.58,SD,1690228643
453,quelimane,-17.8786,36.8883,21.97,83,0,2.24,MZ,1690228549
454,talara,-4.5772,-81.2719,28.42,54,0,9.26,PE,1690228643
455,danjiangkou,32.5428,111.5086,25.99,90,78,1.68,CN,1690228644
456,xinyuan,37.3,99.0,4.93,91,22,1.85,CN,1690228644
457,eureka,40.8021,-124.1637,29.3,75,27,2.24,US,1690228644
458,alva,56.1528,-3.8051,15.02,74,96,1.43,GB,1690228644
459,bhamo,24.2667,97.2333,23.59,99,95,0.54,MM,1690228644
460,kerikeri,-35.2268,173.9474,8.28,94,17,2.3,NZ,1690228645
461,hasaki,35.7333,140.8333,23.5,90,73,3.6,JP,1690228645
462,persembe,41.0656,37.7714,21.68,82,56,2.89,TR,1690228645
463,berdigestyakh,62.0989,126.6992,18.45,81,41,1.34,RU,1690228645
464,manaure,11.7751,-72.4445,33.66,47,43,8.47,CO,1690228645
465,uturoa,-16.7333,-151.4333,26.68,82,18,6.4,PF,1690228646
466,haiku-pauwela,20.9219,-156.3051,29.54,64,20,9.26,US,1690228646
467,port augusta,-32.5,137.7667,7.56,87,0,2.5,AU,1690228646
468,elamanchili,17.55,82.8667,27.12,89,100,0.39,IN,1690228646
469,cabedelo,-6.9811,-34.8339,27.37,80,0,7.17,BR,1690228647
470,sibbo,60.3775,25.2691,17.47,61,0,3.09,FI,1690228647
471,mar del plata,-38.0023,-57.5575,8.3,69,40,6.71,AR,1690228383
472,qeshm,26.9581,56.2719,33.94,86,100,9.43,IR,1690228647
473,al hawatah,13.4167,34.6333,29.42,58,100,5.39,SD,1690228647
474,yaren,-0.5472,166.916,28.42,76,27,3.95,NR,1690228647
475,paka,4.6374,103.4368,25.96,94,97,0.0,MY,1690228647
476,tinajo,29.0788,-13.7081,23.49,64,40,8.23,ES,1690228648
477,berlin,52.5244,13.4105,20.2,95,0,3.13,DE,1690228534
478,baymak,52.5933,58.3225,14.38,72,40,1.89,RU,1690228648
479,los alamos,35.8881,-106.307,34.47,20,75,3.09,US,1690228648
480,michalovce,48.7543,21.9195,20.29,63,96,2.58,SK,1690228648
481,micheweni,-4.9667,39.8333,24.35,84,7,6.34,TZ,1690228648
482,kupang,-10.1667,123.5833,22.43,74,32,6.89,ID,1690228649
483,abbeville,50.1,1.8333,16.94,90,60,3.0,FR,1690228649
484,sandnessjoen,66.0217,12.6316,15.29,94,75,3.09,NO,1690228649
485,yorkton,51.2167,-102.4677,27.91,54,0,5.14,CA,1690228649
486,chilmari,25.5559,89.6715,27.23,87,100,5.17,BD,1690228649
487,illapel,-31.6308,-71.1653,19.43,44,3,2.51,CL,1690228650
488,general pico,-35.6566,-63.7568,12.66,36,41,4.86,AR,1690228650
489,minas de marcona,-15.2119,-75.1103,17.85,57,0,6.27,PE,1690228650
490,vila do maio,15.1333,-23.2167,27.44,78,96,5.26,CV,1690228650
491,khorixas,-20.3667,14.9667,20.03,29,16,1.31,NA,1690228650
492,kikwit,-5.041,18.8162,28.04,42,75,0.66,CD,1690228650
493,punta cardon,11.6581,-70.215,29.14,64,79,15.17,VE,1690228651
494,tyazhinskiy,56.116,88.524,16.09,98,100,2.79,RU,1690228651
495,ulricehamn,57.7916,13.4142,16.3,88,15,3.97,SE,1690228651
496,north elba,44.2434,-73.9543,21.23,66,74,2.24,US,1690228651
497,portland,45.5234,-122.6762,21.99,65,75,3.09,US,1690228546
498,falun,60.6036,15.626,18.23,73,100,2.84,SE,1690228652
499,porto seguro,-16.4497,-39.0647,24.29,73,40,3.6,BR,1690228505
500,sao francisco do sul,-26.2433,-48.6381,23.95,78,40,3.6,BR,1690228652
501,khanty-mansiysk,61.0042,69.0019,18.06,88,0,1.0,RU,1690228652
502,enewetak,11.3474,162.3373,28.47,77,63,7.23,MH,1690228652
503,sitka,57.0531,-135.33,15.94,77,20,0.0,US,1690228652
504,manistee,44.2445,-86.3242,26.03,81,0,4.63,US,1690228652
505,abadan,30.3392,48.3043,36.97,15,0,3.09,IR,1690228653
506,vernon,50.2581,-119.2691,29.96,23,100,1.54,CA,1690228516
507,east london,-33.0153,27.9116,13.27,63,0,3.69,ZA,1690228606
508,lahij,13.1667,44.5833,34.95,36,100,1.78,YE,1690228653
509,lydenburg,-25.0978,30.4597,10.2,88,11,1.89,ZA,1690228653
510,marion,39.7684,-86.1555,31.89,64,40,2.57,US,1690228645
511,nogliki,51.8333,143.1667,14.17,91,100,2.2,RU,1690228653
512,ambon,-3.6954,128.1814,27.35,92,40,2.06,ID,1690228654
513,praia da vitoria,38.7333,-27.0667,25.14,78,20,4.5,PT,1690228654
514,reo,12.3167,-2.4667,25.87,79,50,2.66,BF,1690228654
515,kodinsk,58.6881,99.1844,15.77,95,96,1.73,RU,1690228654
516,cruzeiro,-22.5761,-44.9628,28.09,52,84,0.78,BR,1690228655
517,midoun,33.8081,10.9923,35.92,54,0,8.04,TN,1690228655
518,lospalos,-8.5186,127.0025,18.22,80,100,3.27,TL,1690228655
519,buctzotz,21.2,-88.7833,38.39,28,100,2.94,MX,1690228655
520,vorkuta,67.5,64.0,16.01,74,100,1.0,RU,1690228656
521,bellampalli,19.0558,79.493,25.65,90,100,3.76,IN,1690228656
522,manacapuru,-3.2997,-60.6206,34.46,37,8,0.21,BR,1690228578
523,kidal,18.4411,1.4078,37.41,24,77,2.15,ML,1690228656
524,delmas,18.5447,-72.3028,36.4,32,40,7.2,HT,1690228656
525,mirny,62.5353,113.9611,20.13,59,15,3.13,RU,1690228657
526,ola,59.5833,151.2833,14.27,66,1,1.33,RU,1690228657
527,kigoma,-4.8769,29.6267,21.33,73,0,0.0,TZ,1690228657
528,wulingyuan,29.3494,110.5441,23.28,95,100,1.23,CN,1690228657
529,north platte,41.1239,-100.7654,36.1,41,0,1.54,US,1690228478
530,el bauga,18.262,33.9081,35.56,14,99,5.11,SD,1690228658
531,kunshan,31.3776,120.9543,27.94,91,55,2.93,CN,1690228658
532,mil'kovo,55.6078,37.7956,15.23,95,100,1.34,RU,1690228658
533,mirpur sakro,24.5474,67.6277,29.23,77,100,4.04,PK,1690228658
534,bonthe,7.5264,-12.505,25.53,85,98,3.77,SL,1690228658
535,ofunato,39.0717,141.7167,23.04,84,94,2.3,JP,1690228658
536,mildura,-34.2,142.15,4.48,89,0,3.34,AU,1690228659
537,hays,30.0502,-98.0336,39.26,35,0,0.45,US,1690228659
538,kyshtovka,56.555,76.6271,13.88,95,71,2.31,RU,1690228659
539,flin flon,54.7682,-101.865,26.91,34,40,3.09,CA,1690228659
540,sao vicente,-23.9631,-46.3919,30.1,85,0,1.54,BR,1690228659
541,nacala,-14.5428,40.6728,19.91,89,41,2.6,MZ,1690228659
542,tamanrasset,22.785,5.5228,32.95,14,80,4.12,DZ,1690228660
543,ponnamaravati,10.3,78.55,27.39,67,100,2.1,IN,1690228660
544,goundam,16.4145,-3.6708,34.66,42,100,4.58,ML,1690228660
545,macapa,0.0389,-51.0664,32.99,58,40,2.06,BR,1690228660
546,san ignacio de velasco,-16.3667,-60.95,32.75,20,0,3.24,BO,1690228660
547,takab,36.4009,47.1133,22.73,30,0,1.84,IR,1690228660
548,conceicao do rio verde,-21.8808,-45.0853,22.18,52,31,0.7,BR,1690228661
549,monaragala,6.8714,81.3487,25.23,71,99,1.88,LK,1690228661
550,bilopillya,51.1502,34.3129,17.45,70,77,4.07,UA,1690228661
551,piacabucu,-10.4056,-36.4344,24.24,77,11,4.08,BR,1690228661
